cusip,issueDate,securityType,securityTerm,auctionDateYear,issueDate,maturityDate,datedDate,maturingDate,auctionFormat,closingTimeCompetitive,offeringAmount,allocationPercentage,totalTendered,totalAccepted,bidToCoverRatio,interestRate,highYield,lowYield,averageMedianYield,highDiscountRate,lowDiscountRate,highInvestmentRate,lowInvestmentRate,highPrice,lowPrice,pricePer100,updatedTimestamp
912797JL2,2023-12-05T00:00:00,Bill,17-Week,2023,2023-12-05T00:00:00,2024-04-02T00:00:00,,2023-12-05T00:00:00,Single-Price,11:30 AM,56000000000,99.240000,163982128400,56266994000,2.920000,,,,,5.240000,5.150000,5.421000,,98.267889,,98.267889,2023-11-29T11:34:02
912797GC5,2023-11-30T00:00:00,Bill,42-Day,2023,2023-11-30T00:00:00,2024-01-11T00:00:00,,2023-11-30T00:00:00,Single-Price,11:30 AM,70000000000,43.990000,204096506000,70000748500,2.920000,,,,,5.285000,5.200000,5.406000,,99.383417,,99.383417,2023-11-28T11:33:49
912797HP5,2023-11-30T00:00:00,Bill,52-Week,2023,2023-11-30T00:00:00,2024-11-29T00:00:00,,2023-11-30T00:00:00,Single-Price,11:30 AM,44000000000,5.780000,160011869500,47309124500,3.560000,,,,,4.935000,4.850000,5.214000,,94.996458,,94.996458,2023-11-28T11:33:48
91282CJM4,2023-11-30T00:00:00,Note,7-Year,2023,2023-11-30T00:00:00,2030-11-30T00:00:00,2023-11-30T00:00:00,2023-11-30T00:00:00,Single-Price,01:00 PM,39000000000,68.990000,95704757700,39449232700,2.440000,4.375000,4.3990,4.260000,4.319000,,,,,99.856744,,99.856744,2023-11-28T13:04:04
912797GP6,2023-11-30T00:00:00,Bill,13-Week,2023,2023-11-30T00:00:00,2024-02-29T00:00:00,,2023-11-30T00:00:00,Single-Price,01:00 PM,75000000000,41.840000,221120733600,80641159600,2.870000,,,,,5.280000,5.200000,5.441000,,98.665333,,98.665333,2023-11-27T13:04:01
912797HS9,2023-11-30T00:00:00,Bill,26-Week,2023,2023-11-30T00:00:00,2024-05-30T00:00:00,,2023-11-30T00:00:00,Single-Price,11:30 AM,68000000000,89.960000,209522910500,73114058100,3.010000,,,,,5.240000,5.150000,5.472000,,97.350889,,97.350889,2023-11-27T11:34:06
91282CJL6,2023-11-30T00:00:00,Note,2-Year,2023,2023-11-30T00:00:00,2025-11-30T00:00:00,2023-11-30T00:00:00,2023-11-30T00:00:00,Single-Price,11:30 AM,54000000000,70.150000,137569670400,54622032900,2.540000,4.875000,4.8870,4.788000,4.830000,,,,,99.977397,,99.977397,2023-11-27T11:34:07
91282CJN2,2023-11-30T00:00:00,Note,5-Year,2023,2023-11-30T00:00:00,2028-11-30T00:00:00,2023-11-30T00:00:00,2023-11-30T00:00:00,Single-Price,01:00 PM,55000000000,96.290000,136086878200,55633518500,2.460000,4.375000,4.4200,4.310000,4.365000,,,,,99.800095,,99.800095,2023-11-27T13:04:00
912797HW0,2023-11-28T00:00:00,Bill,4-Week,2023,2023-11-28T00:00:00,2023-12-26T00:00:00,,2023-11-28T00:00:00,Single-Price,10:00 AM,85000000000,1.850000,219754747800,85713985300,2.580000,,,,,5.300000,5.200000,5.411000,,99.587778,,99.587778,2023-11-22T10:03:49
912797JA6,2023-11-28T00:00:00,Bill,8-Week,2023,2023-11-28T00:00:00,2024-01-23T00:00:00,,2023-11-28T00:00:00,Single-Price,10:00 AM,80000000000,95.310000,218867430100,80673678600,2.730000,,,,,5.280000,5.190000,5.412000,,99.178667,,99.178667,2023-11-22T10:03:50
912797JK4,2023-11-28T00:00:00,Bill,17-Week,2023,2023-11-28T00:00:00,2024-03-26T00:00:00,,2023-11-28T00:00:00,Single-Price,11:30 AM,56000000000,88.750000,172950607300,56471357300,3.080000,,,,,5.260000,5.150000,5.442000,,98.261278,,98.261278,2023-11-22T11:33:29
91282CHP9,2023-11-30T00:00:00,Note,9-Year 8-Month,2023,2023-11-30T00:00:00,2033-07-15T00:00:00,2023-07-15T00:00:00,2023-11-30T00:00:00,Single-Price,01:00 PM,15000000000,39.790000,34909827600,15172784500,2.320000,1.375000,2.1800,1.990000,2.078000,,,,,94.285157,,94.285157,2023-11-21T13:04:03
912797FW2,2023-11-24T00:00:00,Bill,41-Day,2023,2023-11-24T00:00:00,2024-01-04T00:00:00,,2023-11-24T00:00:00,Single-Price,11:30 AM,75000000000,25.840000,222312934000,75000199600,2.960000,,,,,5.285000,4.285000,5.406000,,99.398097,,99.398097,2023-11-21T11:33:54
91282CJD4,2023-11-24T00:00:00,Note,1-Year 11-Month,2023,2023-11-24T00:00:00,2025-10-31T00:00:00,2023-10-31T00:00:00,2023-11-24T00:00:00,Single-Price,11:30 AM,26000000000,0.520000,73736281100,26000061100,2.840000,,,,,,,,,99.940709,,99.940709,2023-11-21T11:35:00
912810TW8,2023-11-30T00:00:00,Bond,20-Year,2023,2023-11-30T00:00:00,2043-11-15T00:00:00,2023-11-15T00:00:00,2023-11-30T00:00:00,Single-Price,01:00 PM,16000000000,18.630000,41398294800,16184316400,2.580000,4.750000,4.7800,4.680000,4.730000,,,,,99.612655,,99.612655,2023-11-20T13:06:56
912796Z28,2023-11-24T00:00:00,Bill,13-Week,2023,2023-11-24T00:00:00,2024-02-22T00:00:00,,2023-11-24T00:00:00,Single-Price,11:30 AM,75000000000,14.080000,223712001100,80867489100,2.900000,,,,,5.270000,5.170000,5.429000,,98.682500,,98.682500,2023-11-20T11:34:55
912797HR1,2023-11-24T00:00:00,Bill,26-Week,2023,2023-11-24T00:00:00,2024-05-23T00:00:00,,2023-11-24T00:00:00,Single-Price,11:30 AM,68000000000,22.740000,178467011100,73318326100,2.550000,,,,,5.230000,5.100000,5.461000,,97.370472,,97.370472,2023-11-20T11:34:56
912797HV2,2023-11-21T00:00:00,Bill,4-Week,2023,2023-11-21T00:00:00,2023-12-19T00:00:00,,2023-11-21T00:00:00,Single-Price,11:30 AM,95000000000,63.930000,261568365300,95663287300,2.750000,,,,,5.290000,5.200000,5.400000,,99.588556,,99.588556,2023-11-16T11:33:29
912797HZ3,2023-11-21T00:00:00,Bill,8-Week,2023,2023-11-21T00:00:00,2024-01-16T00:00:00,,2023-11-21T00:00:00,Single-Price,11:30 AM,85000000000,46.070000,224107124800,85591218800,2.630000,,,,,5.280000,5.200000,5.412000,,99.178667,,99.178667,2023-11-16T11:33:30
912797JJ7,2023-11-21T00:00:00,Bill,17-Week,2023,2023-11-21T00:00:00,2024-03-19T00:00:00,,2023-11-21T00:00:00,Single-Price,11:30 AM,56000000000,65.380000,178162923100,56389795100,3.170000,,,,,5.255000,5.155000,5.437000,,98.262931,,98.262931,2023-11-15T11:33:10
912796ZN2,2023-11-16T00:00:00,Bill,42-Day,2023,2023-11-16T00:00:00,2023-12-28T00:00:00,,2023-11-16T00:00:00,Single-Price,11:30 AM,75000000000,35.970000,197878156000,75000202000,2.640000,,,,,5.290000,5.200000,5.412000,,99.382833,,99.382833,2023-11-14T11:33:19
912797GN1,2023-11-16T00:00:00,Bill,13-Week,2023,2023-11-16T00:00:00,2024-02-15T00:00:00,,2023-11-16T00:00:00,Single-Price,11:30 AM,75000000000,71.480000,214298201700,82231953700,2.760000,,,,,5.285000,5.200000,5.446000,,98.664069,,98.664069,2023-11-13T11:33:13
912797FH5,2023-11-16T00:00:00,Bill,26-Week,2023,2023-11-16T00:00:00,2024-05-16T00:00:00,,2023-11-16T00:00:00,Single-Price,11:30 AM,68000000000,43.140000,193856997600,74556027600,2.750000,,,,,5.270000,5.160000,5.504000,,97.335722,,97.335722,2023-11-13T11:33:12
912810TV0,2023-11-15T00:00:00,Bond,30-Year,2023,2023-11-15T00:00:00,2053-11-15T00:00:00,2023-11-15T00:00:00,2023-11-15T00:00:00,Single-Price,01:00 PM,24000000000,17.970000,54124792400,24456732400,2.240000,4.750000,4.7690,4.590000,4.650000,,,,,99.698482,,99.698482,2023-11-09T13:03:15
912797HU4,2023-11-14T00:00:00,Bill,4-Week,2023,2023-11-14T00:00:00,2023-12-12T00:00:00,,2023-11-14T00:00:00,Single-Price,11:30 AM,95000000000,42.210000,244904726100,95668276100,2.570000,,,,,5.290000,5.200000,5.400000,,99.588556,,99.588556,2023-11-09T11:33:04
912797HY6,2023-11-14T00:00:00,Bill,8-Week,2023,2023-11-14T00:00:00,2024-01-09T00:00:00,,2023-11-14T00:00:00,Single-Price,11:30 AM,85000000000,36.260000,230458302000,85598923000,2.700000,,,,,5.285000,5.200000,5.418000,,99.177889,,99.177889,2023-11-09T11:33:03
91282CJJ1,2023-11-15T00:00:00,Note,10-Year,2023,2023-11-15T00:00:00,2033-11-15T00:00:00,2023-11-15T00:00:00,2023-11-15T00:00:00,Single-Price,01:00 PM,40000000000,35.970000,98870017600,40761196600,2.450000,4.500000,4.5190,4.400000,4.440000,,,,,99.848482,,99.848482,2023-11-08T13:03:15
912797JH1,2023-11-14T00:00:00,Bill,17-Week,2023,2023-11-14T00:00:00,2024-03-12T00:00:00,,2023-11-14T00:00:00,Single-Price,11:30 AM,56000000000,95.610000,171713127100,56393887400,3.060000,,,,,5.285000,5.200000,5.469000,,98.253014,,98.253014,2023-11-08T11:33:16
91282CJK8,2023-11-15T00:00:00,Note,3-Year,2023,2023-11-15T00:00:00,2026-11-15T00:00:00,2023-11-15T00:00:00,2023-11-15T00:00:00,Single-Price,01:00 PM,48000000000,4.280000,128971178100,48913468500,2.670000,4.625000,4.7010,4.550000,4.649000,,,,,99.789641,,99.789641,2023-11-07T13:04:29
912797FV4,2023-11-09T00:00:00,Bill,42-Day,2023,2023-11-09T00:00:00,2023-12-21T00:00:00,,2023-11-09T00:00:00,Single-Price,11:30 AM,75000000000,63.100000,213290733000,75000805000,2.840000,,,,,5.290000,5.190000,5.412000,,99.382833,,99.382833,2023-11-07T11:35:01
912797GM3,2023-11-09T00:00:00,Bill,13-Week,2023,2023-11-09T00:00:00,2024-02-08T00:00:00,,2023-11-09T00:00:00,Single-Price,11:30 AM,75000000000,17.100000,224675033200,81226703200,2.910000,,,,,5.285000,5.180000,5.446000,,98.664069,,98.664069,2023-11-06T11:33:27
912797HQ3,2023-11-09T00:00:00,Bill,26-Week,2023,2023-11-09T00:00:00,2024-05-09T00:00:00,,2023-11-09T00:00:00,Single-Price,11:30 AM,68000000000,77.540000,203896838100,73645958900,2.920000,,,,,5.260000,5.150000,5.494000,,97.340778,,97.340778,2023-11-06T11:33:28
912797HN0,2023-11-07T00:00:00,Bill,4-Week,2023,2023-11-07T00:00:00,2023-12-05T00:00:00,,2023-11-07T00:00:00,Single-Price,11:30 AM,95000000000,67.080000,276880438000,95686476000,2.910000,,,,,5.290000,5.200000,5.400000,,99.588556,,99.588556,2023-11-02T11:33:21
912797HX8,2023-11-07T00:00:00,Bill,8-Week,2023,2023-11-07T00:00:00,2024-01-02T00:00:00,,2023-11-07T00:00:00,Single-Price,11:30 AM,85000000000,62.380000,230518180600,85613488600,2.700000,,,,,5.300000,5.200000,5.433000,,99.175556,,99.175556,2023-11-02T11:33:20
912797JG3,2023-11-07T00:00:00,Bill,17-Week,2023,2023-11-07T00:00:00,2024-03-05T00:00:00,,2023-11-07T00:00:00,Single-Price,11:30 AM,56000000000,25.050000,162455278600,56404603600,2.890000,,,,,5.340000,5.240000,5.527000,,98.234833,,98.234833,2023-11-01T11:36:31
912797FU6,2023-11-02T00:00:00,Bill,42-Day,2023,2023-11-02T00:00:00,2023-12-14T00:00:00,,2023-11-02T00:00:00,Single-Price,11:30 AM,75000000000,99.170000,211055080000,75001566200,2.810000,,,,,5.295000,5.200000,5.417000,,99.382250,,99.382250,2023-10-31T11:33:11
912797HE0,2023-11-02T00:00:00,Bill,52-Week,2023,2023-11-02T00:00:00,2024-10-31T00:00:00,,2023-11-02T00:00:00,Single-Price,11:30 AM,44000000000,31.870000,132156356200,48802373200,2.890000,,,,,5.135000,5.020000,5.433000,,94.807944,,94.807944,2023-10-31T11:33:12
912797GE1,2023-11-02T00:00:00,Bill,13-Week,2023,2023-11-02T00:00:00,2024-02-01T00:00:00,,2023-11-02T00:00:00,Single-Price,11:30 AM,75000000000,38.730000,216751523200,83185805700,2.780000,,,,,5.325000,5.220000,5.488000,,98.653958,,98.653958,2023-10-30T11:35:14
912797HH3,2023-11-02T00:00:00,Bill,26-Week,2023,2023-11-02T00:00:00,2024-05-02T00:00:00,,2023-11-02T00:00:00,Single-Price,11:30 AM,68000000000,99.790000,204283661500,75422331800,2.900000,,,,,5.320000,5.200000,5.558000,,97.310444,,97.310444,2023-10-30T11:36:29
912797HM2,2023-10-31T00:00:00,Bill,4-Week,2023,2023-10-31T00:00:00,2023-11-28T00:00:00,,2023-10-31T00:00:00,Single-Price,11:30 AM,95000000000,66.470000,280104472000,95624359500,2.940000,,,,,5.295000,5.200000,5.406000,,99.588167,,99.588167,2023-10-26T11:33:33
912797HW0,2023-10-31T00:00:00,Bill,8-Week,2023,2023-10-31T00:00:00,2023-12-26T00:00:00,,2023-10-31T00:00:00,Single-Price,11:30 AM,85000000000,49.790000,214974956400,85558681400,2.520000,,,,,5.330000,5.235000,5.464000,,99.170889,,99.170889,2023-10-26T11:33:32
91282CJG7,2023-10-31T00:00:00,Note,7-Year,2023,2023-10-31T00:00:00,2030-10-31T00:00:00,2023-10-31T00:00:00,2023-10-31T00:00:00,Single-Price,01:00 PM,38000000000,92.440000,102749692300,38000032300,2.700000,4.875000,4.9080,4.780000,4.849000,,,,,99.806484,,99.806484,2023-10-26T13:03:12
912797JF5,2023-10-31T00:00:00,Bill,17-Week,2023,2023-10-31T00:00:00,2024-02-27T00:00:00,,2023-10-31T00:00:00,Single-Price,11:30 AM,56000000000,52.690000,165951426600,56367869100,2.960000,,,,,5.335000,5.250000,5.521000,,98.236486,,98.236486,2023-10-25T11:33:09
91282CJD4,2023-10-31T00:00:00,Note,2-Year,2023,2023-10-31T00:00:00,2025-10-31T00:00:00,2023-10-31T00:00:00,2023-10-31T00:00:00,Single-Price,11:30 AM,26000000000,23.220000,83981529300,26000037300,3.230000,,,,,,,,,100.000000,,100.000000,2023-10-25T11:33:08
91282CJF9,2023-10-31T00:00:00,Note,5-Year,2023,2023-10-31T00:00:00,2028-10-31T00:00:00,2023-10-31T00:00:00,2023-10-31T00:00:00,Single-Price,01:00 PM,52000000000,48.220000,122956296800,52000027800,2.360000,4.875000,4.8990,4.730000,4.819000,,,,,99.894701,,99.894701,2023-10-25T13:03:08
91282CJE2,2023-10-31T00:00:00,Note,2-Year,2023,2023-10-31T00:00:00,2025-10-31T00:00:00,2023-10-31T00:00:00,2023-10-31T00:00:00,Single-Price,01:00 PM,51000000000,63.460000,134413900100,51000026900,2.640000,5.000000,5.0550,4.950000,5.010000,,,,,99.896614,,99.896614,2023-10-24T13:03:38
912797FT9,2023-10-26T00:00:00,Bill,42-Day,2023,2023-10-26T00:00:00,2023-12-07T00:00:00,,2023-10-26T00:00:00,Single-Price,11:30 AM,75000000000,88.250000,225381252000,75000784500,3.010000,,,,,5.300000,5.200000,5.422000,,99.381667,,99.381667,2023-10-24T11:33:39
912796ZY8,2023-10-26T00:00:00,Bill,13-Week,2023,2023-10-26T00:00:00,2024-01-25T00:00:00,,2023-10-26T00:00:00,Single-Price,11:30 AM,75000000000,73.690000,218722569900,79648036200,2.850000,,,,,5.310000,5.215000,5.472000,,98.657750,,98.657750,2023-10-23T11:33:41
912797HG5,2023-10-26T00:00:00,Bill,26-Week,2023,2023-10-26T00:00:00,2024-04-25T00:00:00,,2023-10-26T00:00:00,Single-Price,11:30 AM,68000000000,68.750000,187640823600,72214261100,2.700000,,,,,5.325000,5.205000,5.564000,,97.307917,,97.307917,2023-10-23T11:33:40
91282CJH5,2023-10-31T00:00:00,Note,5-Year,2023,2023-10-31T00:00:00,2028-10-15T00:00:00,2023-10-15T00:00:00,2023-10-31T00:00:00,Single-Price,01:00 PM,22000000000,92.130000,52006232100,22000048900,2.360000,2.375000,2.4400,2.320000,2.355000,,,,,99.921449,,99.921449,2023-10-19T13:03:29
912797HL4,2023-10-24T00:00:00,Bill,4-Week,2023,2023-10-24T00:00:00,2023-11-21T00:00:00,,2023-10-24T00:00:00,Single-Price,11:30 AM,95000000000,24.020000,283327669400,95658920400,2.980000,,,,,5.305000,5.200000,5.416000,,99.587389,,99.587389,2023-10-19T11:33:00
912797HV2,2023-10-24T00:00:00,Bill,8-Week,2023,2023-10-24T00:00:00,2023-12-19T00:00:00,,2023-10-24T00:00:00,Single-Price,11:30 AM,85000000000,92.880000,224433559000,85589955000,2.630000,,,,,5.325000,5.240000,5.459000,,99.171667,,99.171667,2023-10-19T11:33:01
912810TU2,2023-10-31T00:00:00,Bond,19-Year 10-Month,2023,2023-10-31T00:00:00,2043-08-15T00:00:00,2023-08-15T00:00:00,2023-10-31T00:00:00,Single-Price,01:00 PM,13000000000,79.650000,33617891300,13000016300,2.590000,4.375000,5.2450,5.100000,5.186000,,,,,89.352074,,89.352074,2023-10-18T13:03:29
912797JE8,2023-10-24T00:00:00,Bill,17-Week,2023,2023-10-24T00:00:00,2024-02-20T00:00:00,,2023-10-24T00:00:00,Single-Price,11:30 AM,56000000000,46.540000,183518705500,56388508500,3.270000,,,,,5.355000,5.250000,5.542000,,98.229875,,98.229875,2023-10-18T11:33:18
912796ZD4,2023-10-19T00:00:00,Bill,42-Day,2023,2023-10-19T00:00:00,2023-11-30T00:00:00,,2023-10-19T00:00:00,Single-Price,11:30 AM,75000000000,94.070000,233734783000,75001779400,3.120000,,,,,5.325000,5.250000,5.448000,,99.378750,,99.378750,2023-10-17T11:33:02
912797GD3,2023-10-19T00:00:00,Bill,13-Week,2023,2023-10-19T00:00:00,2024-01-18T00:00:00,,2023-10-19T00:00:00,Single-Price,11:30 AM,75000000000,54.140000,241880945400,79839537800,3.160000,,,,,5.340000,5.250000,5.503000,,98.650167,,98.650167,2023-10-16T11:38:29
912796CX5,2023-10-19T00:00:00,Bill,26-Week,2023,2023-10-19T00:00:00,2024-04-18T00:00:00,,2023-10-19T00:00:00,Single-Price,11:30 AM,68000000000,85.470000,202012723000,72388498500,2.910000,,,,,5.335000,5.230000,5.574000,,97.302861,,97.302861,2023-10-16T11:38:30
912797HK6,2023-10-17T00:00:00,Bill,4-Week,2023,2023-10-17T00:00:00,2023-11-14T00:00:00,,2023-10-17T00:00:00,Single-Price,11:30 AM,95000000000,66.920000,265634373900,95665502300,2.790000,,,,,5.325000,5.200000,5.436000,,99.585833,,99.585833,2023-10-12T11:33:09
912797HU4,2023-10-17T00:00:00,Bill,8-Week,2023,2023-10-17T00:00:00,2023-12-12T00:00:00,,2023-10-17T00:00:00,Single-Price,11:30 AM,85000000000,81.500000,245798530500,85596615500,2.880000,,,,,5.345000,5.250000,5.480000,,99.168556,,99.168556,2023-10-12T11:33:10
912810TT5,2023-10-16T00:00:00,Bond,29-Year 10-Month,2023,2023-10-16T00:00:00,2053-08-15T00:00:00,2023-08-15T00:00:00,2023-10-15T00:00:00,Single-Price,01:00 PM,20000000000,22.140000,46974932800,20000002800,2.350000,4.125000,4.8370,4.650000,4.740000,,,,,88.806438,,88.806438,2023-10-12T13:03:42
912797JD0,2023-10-17T00:00:00,Bill,17-Week,2023,2023-10-17T00:00:00,2024-02-13T00:00:00,,2023-10-17T00:00:00,Single-Price,11:30 AM,56000000000,79.060000,188983273300,56392560300,3.370000,,,,,5.355000,5.260000,5.542000,,98.229875,,98.229875,2023-10-11T11:34:17
91282CHT1,2023-10-16T00:00:00,Note,9-Year 10-Month,2023,2023-10-16T00:00:00,2033-08-15T00:00:00,2023-08-15T00:00:00,2023-10-15T00:00:00,Single-Price,01:00 PM,35000000000,92.260000,87507724600,35000052400,2.500000,3.875000,4.6100,4.470000,4.530000,,,,,94.231522,,94.231522,2023-10-11T13:03:31
91282CJC6,2023-10-16T00:00:00,Note,3-Year,2023,2023-10-16T00:00:00,2026-10-15T00:00:00,2023-10-15T00:00:00,2023-10-15T00:00:00,Single-Price,01:00 PM,46000000000,94.400000,117850808300,46000008300,2.560000,4.625000,4.7400,4.630000,4.670000,,,,,99.681877,,99.681877,2023-10-10T13:03:15
912797FL6,2023-10-12T00:00:00,Bill,43-Day,2023,2023-10-12T00:00:00,2023-11-24T00:00:00,,2023-10-12T00:00:00,Single-Price,01:00 PM,70000000000,76.410000,191459736000,70000366000,2.740000,,,,,5.360000,5.260000,5.484000,,99.359778,,99.359778,2023-10-10T13:03:16
912797GC5,2023-10-12T00:00:00,Bill,13-Week,2023,2023-10-12T00:00:00,2024-01-11T00:00:00,,2023-10-12T00:00:00,Single-Price,11:30 AM,73000000000,65.440000,208195237700,77514457600,2.790000,,,,,5.340000,5.240000,5.503000,,98.650167,,98.650167,2023-10-10T11:33:20
912797HF7,2023-10-12T00:00:00,Bill,26-Week,2023,2023-10-12T00:00:00,2024-04-11T00:00:00,,2023-10-12T00:00:00,Single-Price,11:30 AM,66000000000,77.670000,187967315000,70081629900,2.790000,,,,,5.320000,5.210000,5.558000,,97.310444,,97.310444,2023-10-10T11:33:21
912797HJ9,2023-10-10T00:00:00,Bill,4-Week,2023,2023-10-10T00:00:00,2023-11-07T00:00:00,,2023-10-10T00:00:00,Single-Price,11:30 AM,90000000000,90.990000,266227878700,90687595200,2.950000,,,,,5.310000,5.200000,5.421000,,99.587000,,99.587000,2023-10-05T11:33:09
912797HN0,2023-10-10T00:00:00,Bill,8-Week,2023,2023-10-10T00:00:00,2023-12-05T00:00:00,,2023-10-10T00:00:00,Single-Price,11:30 AM,80000000000,40.480000,197810388400,80610468400,2.460000,,,,,5.355000,5.250000,5.490000,,99.167000,,99.167000,2023-10-05T11:33:08
912797JC2,2023-10-10T00:00:00,Bill,17-Week,2023,2023-10-10T00:00:00,2024-02-06T00:00:00,,2023-10-10T00:00:00,Single-Price,11:30 AM,54000000000,78.320000,160500369000,54412469000,2.960000,,,,,5.350000,5.250000,5.537000,,98.231528,,98.231528,2023-10-04T11:33:40
912797FK8,2023-10-05T00:00:00,Bill,42-Day,2023,2023-10-05T00:00:00,2023-11-16T00:00:00,,2023-10-05T00:00:00,Single-Price,11:30 AM,65000000000,66.240000,159659827000,65000267000,2.460000,,,,,5.330000,5.200000,5.453000,,99.378167,,99.378167,2023-10-03T11:33:17
912797GW1,2023-10-05T00:00:00,Bill,52-Week,2023,2023-10-05T00:00:00,2024-10-03T00:00:00,,2023-10-05T00:00:00,Single-Price,11:30 AM,44000000000,36.110000,144679497600,47248736400,3.210000,,,,,5.185000,5.050000,5.488000,,94.757389,,94.757389,2023-10-03T11:33:16
912797FW2,2023-10-05T00:00:00,Bill,13-Week,2023,2023-10-05T00:00:00,2024-01-04T00:00:00,,2023-10-05T00:00:00,Single-Price,11:30 AM,71000000000,29.230000,202101737200,76242249700,2.770000,,,,,5.345000,5.230000,5.509000,,98.648903,,98.648903,2023-10-02T11:32:49
912797GZ4,2023-10-05T00:00:00,Bill,26-Week,2023,2023-10-05T00:00:00,2024-04-04T00:00:00,,2023-10-05T00:00:00,Single-Price,11:30 AM,64000000000,92.220000,189140831700,68725899500,2.880000,,,,,5.340000,5.250000,5.580000,,97.300333,,97.300333,2023-10-02T11:32:50
912797HD2,2023-10-03T00:00:00,Bill,4-Week,2023,2023-10-03T00:00:00,2023-10-31T00:00:00,,2023-10-03T00:00:00,Single-Price,11:30 AM,85000000000,28.430000,251896010200,85734379200,2.950000,,,,,5.290000,5.195000,5.400000,,99.588556,,99.588556,2023-09-28T11:34:36
912797HM2,2023-10-03T00:00:00,Bill,8-Week,2023,2023-10-03T00:00:00,2023-11-28T00:00:00,,2023-10-03T00:00:00,Single-Price,11:30 AM,75000000000,83.850000,195176774400,75646871900,2.590000,,,,,5.330000,5.235000,5.464000,,99.170889,,99.170889,2023-09-28T11:34:35
91282CHZ7,2023-10-02T00:00:00,Note,7-Year,2023,2023-10-02T00:00:00,2030-09-30T00:00:00,2023-09-30T00:00:00,2023-09-30T00:00:00,Single-Price,01:00 PM,37000000000,92.570000,91219272100,37000026500,2.470000,4.625000,4.6730,4.540000,4.600000,,,,,99.715829,,99.715829,2023-09-28T13:03:23
912797JB4,2023-10-03T00:00:00,Bill,17-Week,2023,2023-10-03T00:00:00,2024-01-30T00:00:00,,2023-10-03T00:00:00,Single-Price,11:30 AM,52000000000,46.110000,165914956000,52449051000,3.180000,,,,,5.345000,5.250000,5.532000,,98.233181,,98.233181,2023-09-27T11:34:37
91282CJA0,2023-10-02T00:00:00,Note,5-Year,2023,2023-10-02T00:00:00,2028-09-30T00:00:00,2023-09-30T00:00:00,2023-09-30T00:00:00,Single-Price,01:00 PM,49000000000,72.310000,123585241100,49000049600,2.520000,4.625000,4.6590,4.530000,4.599000,,,,,99.849471,,99.849471,2023-09-27T13:05:12
91282CHS3,2023-09-29T00:00:00,Note,1-Year 10-Month,2023,2023-09-29T00:00:00,2025-07-31T00:00:00,2023-07-31T00:00:00,2023-09-29T00:00:00,Single-Price,11:30 AM,24000000000,39.250000,82144808400,24000208400,3.420000,,,,,,,,,99.898738,,99.898738,2023-09-27T11:34:38
91282CJB8,2023-10-02T00:00:00,Note,2-Year,2023,2023-10-02T00:00:00,2025-09-30T00:00:00,2023-09-30T00:00:00,2023-09-30T00:00:00,Single-Price,01:00 PM,48000000000,60.590000,130923315800,48000137800,2.730000,5.000000,5.0850,4.950000,5.030000,,,,,99.840020,,99.840020,2023-09-26T13:04:40
912797FJ1,2023-09-28T00:00:00,Bill,42-Day,2023,2023-09-28T00:00:00,2023-11-09T00:00:00,,2023-09-28T00:00:00,Single-Price,11:30 AM,60000000000,81.400000,173677301000,60000457000,2.890000,,,,,5.290000,5.200000,5.412000,,99.382833,,99.382833,2023-09-26T11:34:20
912796ZN2,2023-09-28T00:00:00,Bill,13-Week,2023,2023-09-28T00:00:00,2023-12-28T00:00:00,,2023-09-28T00:00:00,Single-Price,11:30 AM,69000000000,49.210000,194131303100,71726717100,2.770000,,,,,5.330000,5.200000,5.493000,,98.652694,,98.652694,2023-09-25T11:33:25
912797GY7,2023-09-28T00:00:00,Bill,26-Week,2023,2023-09-28T00:00:00,2024-03-28T00:00:00,,2023-09-28T00:00:00,Single-Price,11:30 AM,62000000000,3.270000,182840145100,64449632600,2.910000,,,,,5.315000,5.200000,5.553000,,97.312972,,97.312972,2023-09-25T11:34:36
91282CHP9,2023-09-29T00:00:00,Note,9-Year 10-Month,2023,2023-09-29T00:00:00,2033-07-15T00:00:00,2023-07-15T00:00:00,2023-09-29T00:00:00,Single-Price,01:00 PM,15000000000,92.750000,36526642300,15000019800,2.440000,1.375000,2.0940,1.980000,2.018000,,,,,94.260749,,94.260749,2023-09-21T13:03:10
912797HC4,2023-09-26T00:00:00,Bill,4-Week,2023,2023-09-26T00:00:00,2023-10-24T00:00:00,,2023-09-26T00:00:00,Single-Price,11:30 AM,80000000000,97.810000,224328901500,80538554100,2.800000,,,,,5.280000,5.200000,5.390000,,99.589333,,99.589333,2023-09-21T11:33:20
912797HL4,2023-09-26T00:00:00,Bill,8-Week,2023,2023-09-26T00:00:00,2023-11-21T00:00:00,,2023-09-26T00:00:00,Single-Price,11:30 AM,70000000000,99.740000,181275179100,70471215100,2.580000,,,,,5.300000,5.200000,5.433000,,99.175556,,99.175556,2023-09-21T11:34:34
912797JA6,2023-09-26T00:00:00,Bill,17-Week,2023,2023-09-26T00:00:00,2024-01-23T00:00:00,,2023-09-26T00:00:00,Single-Price,11:30 AM,50000000000,2.700000,141632644400,50336239400,2.830000,,,,,5.340000,5.250000,5.527000,,98.234833,,98.234833,2023-09-20T11:33:40
