cusip,issueDate,securityType,securityTerm,auctionDateYear,issueDate,maturityDate,datedDate,maturingDate,auctionFormat,closingTimeCompetitive,offeringAmount,allocationPercentage,totalTendered,totalAccepted,bidToCoverRatio,interestRate,highYield,lowYield,averageMedianYield,highDiscountRate,lowDiscountRate,highInvestmentRate,lowInvestmentRate,highPrice,lowPrice,pricePer100,updatedTimestamp
912796HR3,2015-11-12T00:00:00,Bill,26-Week,2015,2015-11-12T00:00:00,2016-05-12T00:00:00,,2015-11-12T00:00:00,Single-Price,11:30 AM,28000000000,84.780000,103287584700,28000410700,3.690000,,,,,0.340000,0.300000,0.346000,,99.828111,,99.828111,2015-11-09T11:33:17
912828TW0,2015-11-05T00:00:00,Note,2-Year,2015,2015-11-05T00:00:00,2017-10-31T00:00:00,2015-10-31T00:00:00,2015-10-31T00:00:00,Single-Price,01:00 PM,26000000000,73.260000,78327354400,26000064400,3.010000,0.750000,0.8240,0.688000,0.800000,,,,,99.854467,,99.854467,2015-11-04T13:58:07
912796GR4,2015-11-05T00:00:00,Bill,4-Week,2015,2015-11-05T00:00:00,2015-12-03T00:00:00,,2015-11-05T00:00:00,Single-Price,11:30 AM,50000000000,96.390000,173052064400,50000821900,3.460000,,,,,0.070000,0.030000,0.071000,,99.994556,,99.994556,2015-11-03T11:33:04
912796FV6,2015-11-05T00:00:00,Bill,13-Week,2015,2015-11-05T00:00:00,2016-02-04T00:00:00,,2015-11-05T00:00:00,Single-Price,11:30 AM,28000000000,90.220000,103401146500,28000178500,3.690000,,,,,0.110000,0.090000,0.112000,,99.972194,,99.972194,2015-11-02T11:33:08
912796HN2,2015-11-05T00:00:00,Bill,26-Week,2015,2015-11-05T00:00:00,2016-05-05T00:00:00,,2015-11-05T00:00:00,Single-Price,11:30 AM,26000000000,4.320000,97396373000,26000461000,3.750000,,,,,0.280000,0.210000,0.285000,,99.858444,,99.858444,2015-11-02T11:33:08
912796GX1,2015-11-03T00:00:00,Bill,72-Day,2015,2015-11-03T00:00:00,2016-01-14T00:00:00,,2015-11-03T00:00:00,Single-Price,01:00 PM,45000000000,55.720000,124206000000,45000060000,2.760000,,,,,0.080000,0.000000,0.081000,,99.984000,,99.984000,2015-11-02T13:02:51
912828M49,2015-11-02T00:00:00,Note,7-Year,2015,2015-11-02T00:00:00,2022-10-31T00:00:00,2015-10-31T00:00:00,2015-10-31T00:00:00,Single-Price,01:00 PM,29000000000,44.640000,73853938200,29000018200,2.550000,1.875000,1.8850,1.765000,1.845000,,,,,99.934662,,99.934662,2015-10-29T13:02:41
912796FP9,2015-10-30T00:00:00,Bill,69-Day,2015,2015-10-30T00:00:00,2016-01-07T00:00:00,,2015-10-30T00:00:00,Single-Price,11:30 AM,35000000000,36.320000,104630000000,35000240000,2.990000,,,,,0.070000,0.030000,0.071000,,99.986583,,99.986583,2015-10-29T11:33:04
912828M23,2015-11-02T00:00:00,Note,2-Year,2015,2015-11-02T00:00:00,2017-10-31T00:00:00,2015-10-31T00:00:00,2015-10-31T00:00:00,Single-Price,11:30 AM,15000000000,84.660000,46459581400,15000016400,3.100000,,,,,,,,,99.999999,,99.999999,2015-10-28T11:33:01
912828L99,2015-11-02T00:00:00,Note,5-Year,2015,2015-11-02T00:00:00,2020-10-31T00:00:00,2015-10-31T00:00:00,2015-10-31T00:00:00,Single-Price,01:00 PM,35000000000,5.820000,84918006200,35000100200,2.430000,1.375000,1.4150,1.267000,1.360000,,,,,99.807718,,99.807718,2015-10-28T13:02:51
912796GQ6,2015-10-29T00:00:00,Bill,4-Week,2015,2015-10-29T00:00:00,2015-11-27T00:00:00,,2015-10-29T00:00:00,Single-Price,11:30 AM,5000000000,17.740000,18740404500,5000064500,3.750000,,,,,0.010000,0.000000,0.010000,,99.999194,,99.999194,2015-10-27T11:32:58
912796GZ6,2015-10-29T00:00:00,Bill,13-Week,2015,2015-10-29T00:00:00,2016-01-28T00:00:00,,2015-10-29T00:00:00,Single-Price,11:30 AM,26000000000,71.920000,88162963200,26000223200,3.390000,,,,,0.020000,0.000000,0.020000,,99.994944,,99.994944,2015-10-26T11:32:39
912796GH6,2015-10-29T00:00:00,Bill,26-Week,2015,2015-10-29T00:00:00,2016-04-28T00:00:00,,2015-10-29T00:00:00,Single-Price,11:30 AM,26000000000,35.360000,86747592500,26000216500,3.340000,,,,,0.155000,0.100000,0.158000,,99.921639,,99.921639,2015-10-26T11:32:39
912810RL4,2015-10-30T00:00:00,Bond,29-Year 4-Month,2015,2015-10-30T00:00:00,2045-02-15T00:00:00,2015-08-15T00:00:00,2015-10-30T00:00:00,Single-Price,01:00 PM,7000000000,51.510000,18312523700,7000000200,2.620000,0.750000,1.2000,1.088000,1.125000,,,,,89.991203,,89.991203,2015-10-22T13:03:06
912796GP8,2015-10-22T00:00:00,Bill,4-Week,2015,2015-10-22T00:00:00,2015-11-19T00:00:00,,2015-10-22T00:00:00,Single-Price,11:30 AM,5000000000,28.680000,22657034000,5000032400,4.530000,,,,,0.120000,0.050000,0.122000,,99.990667,,99.990667,2015-10-20T11:33:01
912796GY9,2015-10-22T00:00:00,Bill,13-Week,2015,2015-10-22T00:00:00,2016-01-21T00:00:00,,2015-10-22T00:00:00,Single-Price,11:30 AM,26000000000,23.810000,92098946000,26000105100,3.540000,,,,,0.015000,0.000000,0.015000,,99.996208,,99.996208,2015-10-19T11:32:36
912796HM4,2015-10-22T00:00:00,Bill,26-Week,2015,2015-10-22T00:00:00,2016-04-21T00:00:00,,2015-10-22T00:00:00,Single-Price,11:30 AM,26000000000,44.780000,92607288100,26000365100,3.560000,,,,,0.110000,0.060000,0.112000,,99.944389,,99.944389,2015-10-19T11:32:36
912796FG9,2015-10-15T00:00:00,Bill,4-Week,2015,2015-10-15T00:00:00,2015-11-12T00:00:00,,2015-10-15T00:00:00,Single-Price,11:30 AM,5000000000,10.920000,48276479600,5000025900,9.660000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-10-14T11:58:23
912796HJ1,2015-10-15T00:00:00,Bill,52-Week,2015,2015-10-15T00:00:00,2016-10-13T00:00:00,,2015-10-15T00:00:00,Single-Price,11:30 AM,10000000000,9.840000,41152710400,10000150400,4.120000,,,,,0.205000,0.180000,0.209000,,99.792722,,99.792722,2015-10-14T11:33:26
912796GX1,2015-10-15T00:00:00,Bill,13-Week,2015,2015-10-15T00:00:00,2016-01-14T00:00:00,,2015-10-15T00:00:00,Single-Price,11:30 AM,20000000000,42.860000,82653021900,20000513500,4.130000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-10-13T11:32:44
912796HL6,2015-10-15T00:00:00,Bill,26-Week,2015,2015-10-15T00:00:00,2016-04-14T00:00:00,,2015-10-15T00:00:00,Single-Price,11:30 AM,20000000000,26.100000,75051390800,20001010800,3.750000,,,,,0.080000,0.060000,0.081000,,99.959556,,99.959556,2015-10-13T11:32:44
912810RN0,2015-10-15T00:00:00,Bond,29-Year 10-Month,2015,2015-10-15T00:00:00,2045-08-15T00:00:00,2015-08-15T00:00:00,2015-10-15T00:00:00,Single-Price,01:00 PM,13000000000,91.870000,31981623000,13000005300,2.460000,2.875000,2.9140,2.795000,2.874000,,,,,99.221618,,99.221618,2015-10-08T13:04:14
912828K74,2015-10-15T00:00:00,Note,9-Year 10-Month,2015,2015-10-15T00:00:00,2025-08-15T00:00:00,2015-08-15T00:00:00,2015-10-15T00:00:00,Single-Price,01:00 PM,21000000000,25.030000,54469702200,21000001700,2.590000,2.000000,2.0660,1.945000,2.020000,,,,,99.413043,,99.413043,2015-10-07T13:02:56
912828L81,2015-10-15T00:00:00,Note,3-Year,2015,2015-10-15T00:00:00,2018-10-15T00:00:00,2015-10-15T00:00:00,2015-10-15T00:00:00,Single-Price,01:00 PM,24000000000,34.240000,75306924000,24000028000,3.140000,0.875000,0.8950,0.700000,0.855000,,,,,99.940929,,99.940929,2015-10-06T13:02:42
912796LH0,2015-10-08T00:00:00,Bill,25-Day,2015,2015-10-08T00:00:00,2015-11-02T00:00:00,,2015-10-08T00:00:00,Single-Price,11:30 AM,15000000000,14.850000,119056977000,15006961100,7.930000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-10-06T11:32:47
912796GM5,2015-10-08T00:00:00,Bill,4-Week,2015,2015-10-08T00:00:00,2015-11-05T00:00:00,,2015-10-08T00:00:00,Single-Price,11:30 AM,8000000000,10.720000,77939185400,8005194600,9.740000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-10-06T11:32:47
912796FP9,2015-10-08T00:00:00,Bill,13-Week,2015,2015-10-08T00:00:00,2016-01-07T00:00:00,,2015-10-08T00:00:00,Single-Price,11:30 AM,21000000000,57.640000,86941926300,21002827500,4.140000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-10-05T11:32:40
912796HK8,2015-10-08T00:00:00,Bill,26-Week,2015,2015-10-08T00:00:00,2016-04-07T00:00:00,,2015-10-08T00:00:00,Single-Price,11:30 AM,21000000000,45.920000,80960813700,21000509700,3.860000,,,,,0.065000,0.040000,0.066000,,99.967139,,99.967139,2015-10-05T11:33:15
912796GL7,2015-10-01T00:00:00,Bill,4-Week,2015,2015-10-01T00:00:00,2015-10-29T00:00:00,,2015-10-01T00:00:00,Single-Price,11:30 AM,10000000000,10.440000,107255385900,10006262800,10.720000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-09-29T11:36:49
912796GV5,2015-10-01T00:00:00,Bill,13-Week,2015,2015-10-01T00:00:00,2015-12-31T00:00:00,,2015-10-01T00:00:00,Single-Price,11:30 AM,18000000000,18.410000,68874703700,18000058700,3.830000,,,,,0.015000,0.000000,0.015000,,99.996208,,99.996208,2015-09-28T11:32:38
912796GD5,2015-10-01T00:00:00,Bill,26-Week,2015,2015-10-01T00:00:00,2016-03-31T00:00:00,,2015-10-01T00:00:00,Single-Price,11:30 AM,18000000000,20.250000,65542762800,18000300300,3.640000,,,,,0.105000,0.060000,0.107000,,99.946917,,99.946917,2015-09-28T11:32:38
912828L57,2015-09-30T00:00:00,Note,7-Year,2015,2015-09-30T00:00:00,2022-09-30T00:00:00,2015-09-30T00:00:00,2015-09-30T00:00:00,Single-Price,01:00 PM,29000000000,5.060000,72928155200,29000000800,2.510000,1.750000,1.8130,1.700000,1.776000,,,,,99.587587,,99.587587,2015-09-24T13:02:49
912828L65,2015-09-30T00:00:00,Note,5-Year,2015,2015-09-30T00:00:00,2020-09-30T00:00:00,2015-09-30T00:00:00,2015-09-30T00:00:00,Single-Price,01:00 PM,35000000000,78.980000,90015016100,35000000900,2.570000,1.375000,1.4670,1.350000,1.434000,,,,,99.558026,,99.558026,2015-09-23T13:02:48
912828XN5,2015-09-25T00:00:00,Note,1-Year 10-Month,2015,2015-09-25T00:00:00,2017-07-31T00:00:00,2015-07-31T00:00:00,2015-09-25T00:00:00,Single-Price,11:30 AM,13000000000,4.210000,37318241400,13000063900,2.870000,,,,,,,,,99.919479,,99.919479,2015-09-23T11:32:56
912828TS9,2015-09-30T00:00:00,Note,2-Year,2015,2015-09-30T00:00:00,2017-09-30T00:00:00,2015-09-30T00:00:00,2015-09-30T00:00:00,Single-Price,01:00 PM,26000000000,59.320000,85003613100,26000049500,3.270000,0.625000,0.6990,0.530000,0.668000,,,,,99.853284,,99.853284,2015-09-22T13:13:37
912796GK9,2015-09-24T00:00:00,Bill,4-Week,2015,2015-09-24T00:00:00,2015-10-22T00:00:00,,2015-09-24T00:00:00,Single-Price,11:30 AM,15000000000,12.020000,142132232400,15001707300,9.470000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-09-22T11:33:24
912796GU7,2015-09-24T00:00:00,Bill,13-Week,2015,2015-09-24T00:00:00,2015-12-24T00:00:00,,2015-09-24T00:00:00,Single-Price,11:30 AM,20000000000,12.130000,78917197500,20000641200,3.950000,,,,,0.005000,0.000000,0.005000,,99.998736,,99.998736,2015-09-21T11:32:49
912796HH5,2015-09-24T00:00:00,Bill,26-Week,2015,2015-09-24T00:00:00,2016-03-24T00:00:00,,2015-09-24T00:00:00,Single-Price,11:30 AM,20000000000,60.370000,77211094300,20000285800,3.860000,,,,,0.115000,0.090000,0.117000,,99.941861,,99.941861,2015-09-21T11:32:49
912828XL9,2015-09-30T00:00:00,Note,9-Year 10-Month,2015,2015-09-30T00:00:00,2025-07-15T00:00:00,2015-07-15T00:00:00,2015-09-30T00:00:00,Single-Price,11:30 AM,13000000000,59.170000,30649607800,13000012300,2.360000,0.375000,0.6000,0.450000,0.530000,,,,,98.486859,,98.486859,2015-09-18T11:32:38
912796FB0,2015-09-17T00:00:00,Bill,4-Week,2015,2015-09-17T00:00:00,2015-10-15T00:00:00,,2015-09-17T00:00:00,Single-Price,11:30 AM,20000000000,65.950000,81484345900,20001073900,4.070000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-09-15T11:32:50
912796HE2,2015-09-17T00:00:00,Bill,52-Week,2015,2015-09-17T00:00:00,2016-09-15T00:00:00,,2015-09-17T00:00:00,Single-Price,11:30 AM,20000000000,43.390000,63382001800,20000243300,3.170000,,,,,0.440000,0.400000,0.449000,,99.555111,,99.555111,2015-09-15T11:32:50
912796GT0,2015-09-17T00:00:00,Bill,13-Week,2015,2015-09-17T00:00:00,2015-12-17T00:00:00,,2015-09-17T00:00:00,Single-Price,11:30 AM,20000000000,48.350000,76714891300,20000146300,3.840000,,,,,0.055000,0.025000,0.056000,,99.986097,,99.986097,2015-09-14T11:32:42
912796HG7,2015-09-17T00:00:00,Bill,26-Week,2015,2015-09-17T00:00:00,2016-03-17T00:00:00,,2015-09-17T00:00:00,Single-Price,11:30 AM,20000000000,59.990000,79791004500,20000499500,3.990000,,,,,0.260000,0.200000,0.265000,,99.868556,,99.868556,2015-09-14T11:33:16
912810RN0,2015-09-15T00:00:00,Bond,29-Year 11-Month,2015,2015-09-15T00:00:00,2045-08-15T00:00:00,2015-08-15T00:00:00,2015-09-15T00:00:00,Single-Price,01:00 PM,13000000000,27.920000,32961817000,13000049000,2.540000,2.875000,2.9800,2.888000,2.950000,,,,,97.927845,,97.927845,2015-09-11T18:29:22
912828K74,2015-09-15T00:00:00,Note,9-Year 11-Month,2015,2015-09-15T00:00:00,2025-08-15T00:00:00,2015-08-15T00:00:00,2015-09-15T00:00:00,Single-Price,01:00 PM,21000000000,68.420000,56761094900,21000032900,2.700000,2.000000,2.2350,2.100000,2.190000,,,,,97.918678,,97.918678,2015-09-09T13:02:53
912796GG8,2015-09-10T00:00:00,Bill,21-Day,2015,2015-09-10T00:00:00,2015-10-01T00:00:00,,2015-09-10T00:00:00,Single-Price,11:30 AM,25000000000,76.920000,79470000000,25000520000,3.180000,,,,,0.015000,0.000000,0.015000,,99.999125,,99.999125,2015-09-09T11:32:37
912796GJ2,2015-09-10T00:00:00,Bill,4-Week,2015,2015-09-10T00:00:00,2015-10-08T00:00:00,,2015-09-10T00:00:00,Single-Price,11:30 AM,30000000000,52.750000,106352158100,30000235600,3.550000,,,,,0.005000,0.000000,0.005000,,99.999611,,99.999611,2015-09-09T11:32:37
912828L40,2015-09-15T00:00:00,Note,3-Year,2015,2015-09-15T00:00:00,2018-09-15T00:00:00,2015-09-15T00:00:00,2015-09-15T00:00:00,Single-Price,01:00 PM,24000000000,30.740000,77600983300,24000053300,3.230000,1.000000,1.0560,0.800000,1.015000,,,,,99.835061,,99.835061,2015-09-08T13:02:51
912796FN4,2015-09-10T00:00:00,Bill,13-Week,2015,2015-09-10T00:00:00,2015-12-10T00:00:00,,2015-09-10T00:00:00,Single-Price,11:30 AM,22000000000,56.330000,85627452500,22000140000,3.890000,,,,,0.075000,0.060000,0.076000,,99.981042,,99.981042,2015-09-08T11:32:56
912796HF9,2015-09-10T00:00:00,Bill,26-Week,2015,2015-09-10T00:00:00,2016-03-10T00:00:00,,2015-09-10T00:00:00,Single-Price,11:30 AM,22000000000,8.180000,83990627000,22000056000,3.820000,,,,,0.275000,0.190000,0.280000,,99.860972,,99.860972,2015-09-08T11:32:56
912796GG8,2015-09-03T00:00:00,Bill,4-Week,2015,2015-09-03T00:00:00,2015-10-01T00:00:00,,2015-09-03T00:00:00,Single-Price,11:30 AM,35000000000,70.880000,121667107900,35003024600,3.480000,,,,,0.000000,0.000000,0.000000,,100.000000,,100.000000,2015-09-01T11:32:52
912796GR4,2015-09-03T00:00:00,Bill,13-Week,2015,2015-09-03T00:00:00,2015-12-03T00:00:00,,2015-09-03T00:00:00,Single-Price,11:30 AM,24000000000,93.020000,89122855100,24000100100,3.710000,,,,,0.095000,0.070000,0.097000,,99.975986,,99.975986,2015-08-31T11:33:00
912796FZ7,2015-09-03T00:00:00,Bill,26-Week,2015,2015-09-03T00:00:00,2016-03-03T00:00:00,,2015-09-03T00:00:00,Single-Price,11:30 AM,24000000000,52.150000,89840534500,24000322000,3.740000,,,,,0.270000,0.180000,0.275000,,99.863500,,99.863500,2015-08-31T11:33:00
912796KW8,2015-09-01T00:00:00,Bill,14-Day,2015,2015-09-01T00:00:00,2015-09-15T00:00:00,,2015-09-01T00:00:00,Single-Price,01:00 PM,25000000000,62.250000,91950000000,25000250000,3.680000,,,,,0.075000,0.040000,0.076000,,99.997083,,99.997083,2015-08-31T13:02:50
912828L24,2015-08-31T00:00:00,Note,7-Year,2015,2015-08-31T00:00:00,2022-08-31T00:00:00,2015-08-31T00:00:00,2015-08-31T00:00:00,Single-Price,01:00 PM,29000000000,72.840000,73265445400,29000002200,2.530000,1.875000,1.9300,1.808000,1.890000,,,,,99.641487,,99.641487,2015-08-27T13:02:52
912828L32,2015-08-31T00:00:00,Note,5-Year,2015,2015-08-31T00:00:00,2020-08-31T00:00:00,2015-08-31T00:00:00,2015-08-31T00:00:00,Single-Price,01:00 PM,35000000000,58.270000,82073473600,35000013600,2.340000,1.375000,1.4630,1.200000,1.417000,,,,,99.577196,,99.577196,2015-08-26T13:02:49
912828XN5,2015-08-28T00:00:00,Note,1-Year 11-Month,2015,2015-08-28T00:00:00,2017-07-31T00:00:00,2015-07-31T00:00:00,2015-08-28T00:00:00,Single-Price,11:30 AM,13000000000,28.840000,45457845700,13000085700,3.500000,,,,,,,,,99.982448,,99.982448,2015-08-26T11:32:58
912828TM2,2015-08-31T00:00:00,Note,2-Year,2015,2015-08-31T00:00:00,2017-08-31T00:00:00,2015-08-31T00:00:00,2015-08-31T00:00:00,Single-Price,01:00 PM,26000000000,30.510000,82272625400,26000118800,3.160000,0.625000,0.6630,0.530000,0.640000,,,,,99.924626,,99.924626,2015-08-25T13:11:29
912796GF0,2015-08-27T00:00:00,Bill,4-Week,2015,2015-08-27T00:00:00,2015-09-24T00:00:00,,2015-08-27T00:00:00,Single-Price,11:30 AM,40000000000,12.480000,130963832100,40000432100,3.270000,,,,,0.045000,0.010000,0.046000,,99.996500,,99.996500,2015-08-25T11:32:46
912796GQ6,2015-08-27T00:00:00,Bill,13-Week,2015,2015-08-27T00:00:00,2015-11-27T00:00:00,,2015-08-27T00:00:00,Single-Price,11:30 AM,24000000000,28.170000,83659652600,24000295100,3.490000,,,,,0.050000,0.015000,0.051000,,99.987222,,99.987222,2015-08-24T11:32:37
912796HD4,2015-08-27T00:00:00,Bill,26-Week,2015,2015-08-27T00:00:00,2016-02-25T00:00:00,,2015-08-27T00:00:00,Single-Price,11:30 AM,24000000000,5.700000,84258925600,24000550600,3.510000,,,,,0.200000,0.160000,0.204000,,99.898889,,99.898889,2015-08-24T11:32:37
912828K33,2015-08-31T00:00:00,Note,4-Year 8-Month,2015,2015-08-31T00:00:00,2020-04-15T00:00:00,2015-04-15T00:00:00,2015-08-31T00:00:00,Single-Price,01:00 PM,16000000000,9.230000,41350078800,16000001300,2.580000,0.125000,0.3050,0.200000,0.286000,,,,,101.050681,,101.050681,2015-08-20T13:02:59
912796EX3,2015-08-20T00:00:00,Bill,4-Week,2015,2015-08-20T00:00:00,2015-09-17T00:00:00,,2015-08-20T00:00:00,Single-Price,11:30 AM,40000000000,38.310000,133501861100,40000422100,3.340000,,,,,0.040000,0.000000,0.041000,,99.996889,,99.996889,2015-08-18T11:33:00
912796HA0,2015-08-20T00:00:00,Bill,52-Week,2015,2015-08-20T00:00:00,2016-08-18T00:00:00,,2015-08-20T00:00:00,Single-Price,11:30 AM,22000000000,71.130000,83705185700,22000674200,3.800000,,,,,0.410000,0.390000,0.418000,,99.585444,,99.585444,2015-08-18T11:33:00
912796GP8,2015-08-20T00:00:00,Bill,13-Week,2015,2015-08-20T00:00:00,2015-11-19T00:00:00,,2015-08-20T00:00:00,Single-Price,11:30 AM,24000000000,91.120000,91348402300,24000162300,3.810000,,,,,0.105000,0.085000,0.107000,,99.973458,,99.973458,2015-08-17T11:32:50
912796HC6,2015-08-20T00:00:00,Bill,26-Week,2015,2015-08-20T00:00:00,2016-02-18T00:00:00,,2015-08-20T00:00:00,Single-Price,11:30 AM,24000000000,45.360000,88459929200,24000041200,3.690000,,,,,0.245000,0.180000,0.249000,,99.876139,,99.876139,2015-08-17T11:32:50
912810RN0,2015-08-17T00:00:00,Bond,30-Year,2015,2015-08-17T00:00:00,2045-08-15T00:00:00,2015-08-15T00:00:00,2015-08-15T00:00:00,Single-Price,01:00 PM,16000000000,71.470000,36523174800,16321647800,2.260000,2.875000,2.8800,2.708000,2.810000,,,,,99.899805,,99.899805,2015-08-13T13:02:56
912828K74,2015-08-17T00:00:00,Note,10-Year,2015,2015-08-17T00:00:00,2025-08-15T00:00:00,2015-08-15T00:00:00,2015-08-15T00:00:00,Single-Price,01:00 PM,24000000000,38.640000,57989693000,24482477000,2.400000,2.000000,2.1150,1.950000,2.050000,,,,,98.968752,,98.968752,2015-08-12T13:03:02
912828K82,2015-08-17T00:00:00,Note,3-Year,2015,2015-08-17T00:00:00,2018-08-15T00:00:00,2015-08-15T00:00:00,2015-08-15T00:00:00,Single-Price,01:00 PM,24000000000,26.890000,80586874700,24482463700,3.340000,1.000000,1.0130,0.800000,0.965000,,,,,99.961723,,99.961723,2015-08-11T13:02:40
912796GE3,2015-08-13T00:00:00,Bill,4-Week,2015,2015-08-13T00:00:00,2015-09-10T00:00:00,,2015-08-13T00:00:00,Single-Price,11:30 AM,40000000000,29.940000,125291126900,40000096900,3.130000,,,,,0.050000,0.000000,0.051000,,99.996111,,99.996111,2015-08-11T11:33:31
912796KV0,2015-08-12T00:00:00,Bill,19-Day,2015,2015-08-12T00:00:00,2015-08-31T00:00:00,,2015-08-12T00:00:00,Single-Price,11:30 AM,25000000000,99.260000,86020000000,25000030000,3.440000,,,,,0.075000,0.050000,0.076000,,99.996042,,99.996042,2015-08-11T11:33:31
912796FG9,2015-08-13T00:00:00,Bill,13-Week,2015,2015-08-13T00:00:00,2015-11-12T00:00:00,,2015-08-13T00:00:00,Single-Price,11:30 AM,24000000000,77.940000,87426580500,24000143100,3.640000,,,,,0.125000,0.100000,0.127000,,99.968403,,99.968403,2015-08-10T11:32:45
912796HB8,2015-08-13T00:00:00,Bill,26-Week,2015,2015-08-13T00:00:00,2016-02-11T00:00:00,,2015-08-13T00:00:00,Single-Price,11:30 AM,24000000000,90.980000,84501295200,24000205200,3.520000,,,,,0.245000,0.180000,0.249000,,99.876139,,99.876139,2015-08-10T11:32:45
912796GC7,2015-08-06T00:00:00,Bill,4-Week,2015,2015-08-06T00:00:00,2015-09-03T00:00:00,,2015-08-06T00:00:00,Single-Price,11:30 AM,40000000000,11.520000,144778406700,40000142700,3.620000,,,,,0.050000,0.010000,0.051000,,99.996111,,99.996111,2015-08-04T11:32:47
912796GM5,2015-08-06T00:00:00,Bill,13-Week,2015,2015-08-06T00:00:00,2015-11-05T00:00:00,,2015-08-06T00:00:00,Single-Price,11:30 AM,24000000000,63.130000,98165848600,24000452100,4.090000,,,,,0.075000,0.045000,0.076000,,99.981042,,99.981042,2015-08-03T11:32:50
912796FV6,2015-08-06T00:00:00,Bill,26-Week,2015,2015-08-06T00:00:00,2016-02-04T00:00:00,,2015-08-06T00:00:00,Single-Price,11:30 AM,24000000000,10.940000,93443510600,24000048600,3.890000,,,,,0.165000,0.120000,0.168000,,99.916583,,99.916583,2015-08-03T11:32:50
912828XQ8,2015-07-31T00:00:00,Note,7-Year,2015,2015-07-31T00:00:00,2022-07-31T00:00:00,2015-07-31T00:00:00,2015-07-31T00:00:00,Single-Price,01:00 PM,29000000000,69.250000,71567397300,29000008600,2.470000,2.000000,2.0210,1.900000,1.975000,,,,,99.863565,,99.863565,2015-07-30T13:03:17
912828XN5,2015-07-31T00:00:00,Note,2-Year,2015,2015-07-31T00:00:00,2017-07-31T00:00:00,2015-07-31T00:00:00,2015-07-31T00:00:00,Single-Price,11:30 AM,15000000000,34.130000,58950935900,15000124900,3.930000,,,,,,,,,100.000000,,100.000000,2015-07-29T11:33:00
912828XM7,2015-07-31T00:00:00,Note,5-Year,2015,2015-07-31T00:00:00,2020-07-31T00:00:00,2015-07-31T00:00:00,2015-07-31T00:00:00,Single-Price,01:00 PM,35000000000,2.980000,90204013700,35000016700,2.580000,1.625000,1.6250,1.500000,1.590000,,,,,100.000000,,100.000000,2015-07-29T13:03:07
912828XP0,2015-07-31T00:00:00,Note,2-Year,2015,2015-07-31T00:00:00,2017-07-31T00:00:00,2015-07-31T00:00:00,2015-07-31T00:00:00,Single-Price,01:00 PM,26000000000,7.970000,88875249100,26000064100,3.420000,0.625000,0.6900,0.593000,0.651000,,,,,99.871114,,99.871114,2015-07-28T13:02:33
912796GB9,2015-07-30T00:00:00,Bill,4-Week,2015,2015-07-30T00:00:00,2015-08-27T00:00:00,,2015-07-30T00:00:00,Single-Price,11:30 AM,40000000000,69.470000,138853335400,40000335400,3.470000,,,,,0.050000,0.010000,0.051000,,99.996111,,99.996111,2015-07-28T11:32:59
912796GL7,2015-07-30T00:00:00,Bill,13-Week,2015,2015-07-30T00:00:00,2015-10-29T00:00:00,,2015-07-30T00:00:00,Single-Price,11:30 AM,24000000000,66.270000,88292859900,24000409900,3.680000,,,,,0.050000,0.020000,0.051000,,99.987361,,99.987361,2015-07-27T11:32:39
912796GZ6,2015-07-30T00:00:00,Bill,26-Week,2015,2015-07-30T00:00:00,2016-01-28T00:00:00,,2015-07-30T00:00:00,Single-Price,11:30 AM,24000000000,76.150000,95805424600,24000274600,3.990000,,,,,0.145000,0.110000,0.148000,,99.926694,,99.926694,2015-07-27T11:32:39
912828XL9,2015-07-31T00:00:00,Note,10-Year,2015,2015-07-31T00:00:00,2025-07-15T00:00:00,2015-07-15T00:00:00,2015-07-31T00:00:00,Single-Price,01:00 PM,15000000000,15.140000,34601016900,15000006900,2.310000,0.375000,0.4910,0.372000,0.413000,,,,,99.133176,,99.133176,2015-07-23T13:02:47
912796ET2,2015-07-23T00:00:00,Bill,4-Week,2015,2015-07-23T00:00:00,2015-08-20T00:00:00,,2015-07-23T00:00:00,Single-Price,11:30 AM,40000000000,4.210000,140996925900,40001035900,3.520000,,,,,0.035000,0.000000,0.036000,,99.997278,,99.997278,2015-07-21T11:33:05
912796GW3,2015-07-23T00:00:00,Bill,52-Week,2015,2015-07-23T00:00:00,2016-07-21T00:00:00,,2015-07-23T00:00:00,Single-Price,11:30 AM,25000000000,9.220000,84302544700,25000315700,3.370000,,,,,0.330000,0.290000,0.336000,,99.666333,,99.666333,2015-07-21T11:33:05
912796GK9,2015-07-23T00:00:00,Bill,13-Week,2015,2015-07-23T00:00:00,2015-10-22T00:00:00,,2015-07-23T00:00:00,Single-Price,11:30 AM,24000000000,31.540000,92018683000,24000343000,3.830000,,,,,0.030000,0.000000,0.031000,,99.992417,,99.992417,2015-07-20T11:32:51
